Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,2806,2819,2819,27 Apr 2015
2,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,1800,2000,1900,04 Mar 2016
3,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,1800,2000,1900,05 Aug 2016
4,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,1800,2100,2000,27 Sep 2018
5,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,2000,2500,2250,13 Sep 2017
6,Thiruchirappalli,Manapparai,Jowar(Sorghum),Other,FAQ,3250,3425,3350,25 Jan 2016
7,Coimbatore,Pethappampatti,Jowar(Sorghum),Jowar ( White),FAQ,4200,4500,4300,11 Oct 2018
8,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2000,2200,2100,19 Sep 2018
9,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2150,2350,2250,27 Oct 2018
10,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2160,2360,2260,14 Nov 2018
11,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2200,2350,2300,28 Nov 2018
12,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,2300,2700,2500,09 Aug 2018
13,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,2350,2750,2550,10 Oct 2018
14,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2100,2600,2300,18 Mar 2015
15,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2200,2400,2300,07 Aug 2015
16,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2200,2400,2300,28 Jul 2015
17,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,05 Mar 2015
18,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,09 Sep 2015
19,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,16 Jun 2016
20,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,20 Apr 2015
21,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,30 Mar 2016
22,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2600,2500,09 Apr 2015
23,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2600,2500,18 May 2016
24,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2800,2600,01 Feb 2017
25,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2800,2600,15 Mar 2017
26,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2800,2600,21 Jun 2017
27,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2500,2700,2600,21 Sep 2016
28,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2800,3000,2900,04 Feb 2015
29,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1900,2100,2000,23 Mar 2018
30,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1900,2200,2100,02 Jun 2018
31,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1120,1717,1500,01 Nov 2018
32,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1297,1827,1740,21 Jun 2018
33,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1567,1600,1600,14 May 2015
34,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1588,1588,1588,04 Feb 2016
35,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1720,1710,11 Jul 2017
36,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1800,1750,19 Sep 2018
37,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1800,1750,28 Sep 2017
38,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1729,1729,1729,12 Aug 2016
39,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1810,1810,1810,10 Nov 2016
40,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,2560,2560,2560,24 Mar 2017
41,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,2630,2630,2630,03 Apr 2017
42,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,3169,3169,3169,27 Mar 2015
43,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,3211,3211,3211,02 Mar 2015
44,Coimbatore,Annur,Jowar(Sorghum),Other,FAQ,4800,5000,4900,23 May 2017
45,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,1251,1413,1300,27 Oct 2015
46,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,1315,2300,1325,02 Mar 2015
47,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,2050,2300,2300,09 Mar 2015
48,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,2000,2300,2150,17 Aug 2017
49,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,2000,2300,2150,18 May 2017
50,Coimbatore,Karamadai,Jowar(Sorghum),Other,FAQ,2000,2500,2250,30 May 2018
51,Thiruchirappalli,Manapparai,Jowar(Sorghum),Other,FAQ,3100,3300,3200,20 Jan 2016
52,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2150,2350,2250,30 Oct 2018
53,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2210,2360,2310,05 Dec 2018
54,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2210,2360,2310,07 Dec 2018
55,Madurai,Thirumangalam,Jowar(Sorghum),Red,FAQ,2210,2360,2310,08 Dec 2018
56,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,1900,2100,2000,28 Feb 2018
57,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,2100,2500,2300,13 Jul 2018
58,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,2200,2600,2450,20 Jul 2018
59,Coimbatore,Thiruppur,Jowar(Sorghum),Local,FAQ,2600,2900,2800,19 Jul 2017
60,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,02 Sep 2015
61,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,03 Feb 2016
62,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,19 Aug 2015
63,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,26 Feb 2016
64,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2300,2500,2400,29 Jun 2017
65,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2600,2500,07 Apr 2015
66,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2400,2600,2500,30 Mar 2015
67,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2500,2700,2600,03 Sep 2016
68,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2500,2700,2600,10 Aug 2016
69,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2500,2700,2600,17 Aug 2016
70,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2500,2700,2600,25 Feb 2015
71,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2550,2650,2600,06 Aug 2016
72,Coimbatore,Thiruppur,Jowar(Sorghum),Other,FAQ,2550,2750,2650,28 Sep 2016
73,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1800,1900,1850,22 Mar 2018
74,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1850,2800,2600,13 Sep 2017
75,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1900,2100,2000,04 Apr 2018
76,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1900,2100,2000,23 Dec 2017
77,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,1950,2800,2610,10 Aug 2017
78,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,2410,2810,2610,11 Aug 2017
79,Coimbatore,Thiruppur,Jowar(Sorghum),White,FAQ,2500,2900,2700,17 Aug 2017
80,Madurai,Usilampatty,Jowar(Sorghum),Local,FAQ,2100,2300,2200,14 Nov 2018
81,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1300,1360,1340,06 Aug 2018
82,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1410,2440,1410,18 Aug 2016
83,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1511,1860,1860,12 May 2015
84,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1570,1570,1570,06 Nov 2015
85,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1625,2689,2650,23 Jan 2017
86,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1720,1710,09 Mar 2018
87,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1720,1710,16 Nov 2017
88,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1720,1710,19 Mar 2018
89,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1720,1710,26 Dec 2017
90,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,1850,1800,21 Feb 2018
91,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1700,2220,2000,10 Jul 2017
92,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,1730,1750,1740,26 Dec 2018
93,Vellore,Vellore,Jowar(Sorghum),Other,FAQ,2415,2415,2415,01 Dec 2016
94,Coimbatore,Annur,Jowar(Sorghum),Other,FAQ,2800,3000,2900,19 Aug 2017
95,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,1349,1349,1349,12 Mar 2015
96,Ariyalur,Ariyalur Market,Jowar(Sorghum),Other,FAQ,3509,3509,3509,01 Jun 2016
