Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Thiruvannamalai,Arani,Ragi (Finger Millet),Other,FAQ,2780,2782,2781,28-Jan-20
2,Salem,Attur,Ragi (Finger Millet),Other,FAQ,1390,1420,1400,18-Feb-21
3,Salem,Attur,Ragi (Finger Millet),Other,FAQ,2000,2100,2050,19-Jan-21
4,Salem,Attur,Ragi (Finger Millet),Other,FAQ,2000,2100,2050,29-Dec-20
5,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,1859,1859,1859,11-Aug-21
6,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,1869,2192,2089,20-Jul-21
7,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,1872,1872,1872,13-Aug-21
8,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,1889,2051,1970,9-Aug-21
9,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,1889,2279,2112,19-Jul-21
10,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2041,2271,2156,26-Jul-21
11,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2069,2229,2149,10-Aug-21
12,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2179,2369,2274,24-Jan-19
13,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2210,2319,2289,23-Jul-21
14,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2349,2349,2349,3-Aug-21
15,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2356,2501,2429,10-May-19
16,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2369,2369,2369,23-May-19
17,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2389,2569,2479,16-Jul-19
18,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2390,2690,2540,12-Jun-19
19,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2509,2669,2569,24-Jun-19
20,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2569,2569,2569,26-Aug-19
21,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2589,2589,2589,11-Jun-19
22,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2689,2689,2689,15-Nov-19
23,Villupuram,Avalurpet,Ragi (Finger Millet),Other,FAQ,2769,2769,2769,21-Jun-19
24,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1319,1319,1319,23-Aug-21
25,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1380,1380,1380,27-Sep-21
26,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1401,1401,1401,31-Aug-21
27,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1549,1549,1549,19-Dec-19
28,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1650,1650,1650,7-Sep-21
29,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1699,1699,1699,3-Jun-20
30,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1701,1701,1701,16-Apr-21
31,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1749,1749,1749,2-Sep-21
32,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1787,1787,1787,31-Jan-19
33,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,1943,1943,1943,12-Apr-21
34,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2001,2001,2001,23-Jan-19
35,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2019,2019,2019,12-Jul-21
36,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2022,2022,2022,28-Jan-20
37,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2049,2049,2049,22-Apr-21
38,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2139,2139,2139,5-Aug-21
39,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2200,2200,2200,5-May-21
40,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2213,2213,2213,9-Jun-21
41,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2256,2256,2256,28-Jun-21
42,Villupuram,Chinnasalem,Ragi (Finger Millet),Other,FAQ,2481,2501,2495,7-May-20
43,Erode,Chithode,Ragi (Finger Millet),Red,FAQ,3620,3905,3762,25-Aug-20
44,Erode,Chithode,Ragi (Finger Millet),Red,FAQ,3630,3900,3765,31-Aug-20
45,Erode,Chithode,Ragi (Finger Millet),Red,FAQ,3635,3910,3772,26-Aug-20
46,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1460,1460,1460,23-Jun-21
47,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1519,1519,1519,7-Jan-19
48,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1629,1629,1629,19-Jun-20
49,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1679,1679,1679,9-Aug-21
50,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1679,1679,1679,16-Nov-21
51,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1699,2299,2299,13-Aug-20
52,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1734,1734,1734,4-Oct-21
53,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1779,1779,1779,5-Oct-20
54,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1829,2028,2028,3-Oct-19
55,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1849,1849,1849,31-Aug-20
56,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1849,2039,2039,17-Sep-20
57,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1850,1850,1850,10-Jun-21
58,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1871,1871,1871,13-Dec-21
59,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1872,1872,1872,23-Sep-21
60,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1879,1879,1879,11-Oct-21
61,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1880,1880,1880,21-Oct-21
62,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1900,1900,1900,8-Sep-21
63,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1900,1900,1900,26-May-20
64,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1919,1919,1919,16-Aug-21
65,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1929,1929,1929,7-Nov-19
66,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1947,1947,1947,13-Sep-21
67,Cuddalore,Cuddalore,Ragi (Finger Millet),Other,FAQ,1953,2313,2313,17-Jul-19
