District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,Day Of Week
Ariyalur,Ariyalur Market,Bajra(Pearl Millet/Cumbu),Other,FAQ,1950.0,2100.0,2000.0,2019-11-11,0
Ariyalur,Ariyalur Market,Bajra(Pearl Millet/Cumbu),Other,FAQ,1950.0,2100.0,2000.0,2019-11-13,2
Cuddalore,Cuddalore,Bajra(Pearl Millet/Cumbu),Bold,FAQ,1159.0,1159.0,1159.0,2020-09-18,4
Cuddalore,Cuddalore,Bajra(Pearl Millet/Cumbu),Bold,FAQ,1614.0,1614.0,1614.0,2019-10-16,2
Cuddalore,Cuddalore,Bajra(Pearl Millet/Cumbu),Bold,FAQ,1609.0,1624.0,1609.0,2019-10-14,0
Cuddalore,Cuddalore,Bajra(Pearl Millet/Cumbu),Bold,FAQ,1630.0,1630.0,1630.0,2019-10-09,2
Salem,Thammampati,Bajra(Pearl Millet/Cumbu),Other,FAQ,1800.0,2000.0,1900.0,2019-05-13,0
Ariyalur,Ariyalur Market,Bajra(Pearl Millet/Cumbu),Other,FAQ,1650.0,1825.0,1725.0,2019-11-05,1
Cuddalore,Cuddalore,Bajra(Pearl Millet/Cumbu),Bold,FAQ,2060.0,2270.0,2060.0,2019-07-10,2
Coimbatore,Thiruppur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1900.0,2100.0,2000.0,2019-06-19,2
Ariyalur,Ariyalur Market,Bajra(Pearl Millet/Cumbu),Other,FAQ,1950.0,2050.0,2000.0,2019-12-11,2
Theni,Theni,Bajra(Pearl Millet/Cumbu),Small,FAQ,1700.0,1750.0,1725.0,2021-05-24,0
Coimbatore,Thiruppur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1800.0,2100.0,2000.0,2019-01-30,2
Coimbatore,Thiruppur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1900.0,2100.0,2000.0,2019-01-23,2
Coimbatore,Thiruppur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1900.0,2100.0,2000.0,2019-03-27,2
Coimbatore,Thiruppur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1950.0,2100.0,2000.0,2019-05-08,2
