Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Pudukkottai,Alangudi,"Sesamum(Sesame,Gingelly,Til)",Sesame,Local,8500,9000,8750,28-Jun-24
2,Vellore,Ammoor,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,0,11111,11111,22-Apr-24
3,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,4166,14014,13889,5-Mar-24
4,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,5139,12556,12511,15-Mar-24
5,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,7576,16033,14249,30-Oct-23
6,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,7833,12753,12249,25-Mar-24
7,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,8499,13874,12625,24-Jul-23
8,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,8875,13630,10625,4-Jun-24
9,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9000,16666,15865,27-Sep-23
10,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9014,16636,13000,27-Oct-23
11,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9124,14625,10625,21-Jul-23
12,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9136,9136,9136,30-Aug-23
13,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9389,12424,12424,27-May-24
14,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9761,13099,11586,6-Jun-24
15,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9900,10000,9950,11-Oct-22
16,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9900,10000,9950,12-Oct-22
17,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,9999,13188,12688,28-May-24
18,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10000,10000,10000,27-Mar-24
19,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10000,13124,12503,10-May-24
20,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10011,16999,12124,31-Jul-23
21,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10014,13014,11264,7-May-24
22,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10125,13100,12636,22-May-24
23,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10139,10139,10139,6-Nov-23
24,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10139,12086,11013,10-Jun-24
25,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10139,13415,13415,16-Apr-24
26,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10250,13086,12911,14-May-24
27,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10276,17881,10276,6-Oct-23
28,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10361,12711,12111,13-Jun-24
29,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10374,13253,13125,25-Apr-24
30,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10461,12875,12021,7-Jun-24
31,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10524,13086,12711,16-May-24
32,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10600,10836,10700,25-Aug-23
33,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10699,13000,12500,17-Aug-23
34,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10836,13044,13044,3-May-24
35,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10836,13553,12000,3-Jun-24
36,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10861,13001,12586,6-May-24
37,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,10899,12961,12361,11-Sep-23
38,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,11000,13315,13315,23-Apr-24
39,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,11076,15749,13339,10-Oct-23
40,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,11340,12764,12761,31-May-24
41,Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,11401,12188,11750,22-Mar-24
